   76327.617655 lost 7156 events on cpu 5

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[994464/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[995488/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[996256/957665]   957665          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[996768/957665]   957665          1        4.696      4.696       4.696       4.696    0.00       0
          lcpan[997280/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[997536/957665]   957665          1        0.031      0.031       0.031       0.031    0.00       0
         lcpan[1004960/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
         lcpan[1005216/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[966305/957665]   957665          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[967841/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[968097/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[968353/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[969121/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[970401/957665]   957665          1        3.543      3.543       3.543       3.543    0.00       0
          lcpan[973729/957665]   957665          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[977569/957665]   957665          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[981665/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[987041/957665]   957665          1        0.098      0.098       0.098       0.098    0.00       0
          lcpan[987297/957665]   957665          1        0.077      0.077       0.077       0.077    0.00       0
          lcpan[989601/957665]   957665          1        0.004      0.004       0.004       0.004    0.00       0
          lcpan[992417/957665]   957665          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[992929/957665]   957665          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[996513/957665]   957665          1        3.666      3.666       3.666       3.666    0.00       0
          lcpan[997281/957665]   957665          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[958370/957665]   957665          1        0.013      0.013       0.013       0.013    0.00       0
          lcpan[959138/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[960162/957665]   957665          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[960674/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[961186/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
          lcpan[961442/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[963490/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[964002/957665]   957665          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[964770/957665]   957665          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[965282/957665]   957665          1        0.010      0.010       0.010       0.010    0.00       0
          lcpan[966306/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[973474/957665]   957665          1        6.390      6.390       6.390       6.390    0.00       0
          lcpan[974242/957665]   957665          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[975522/957665]   957665          1        1.814      1.814       1.814       1.814    0.00       0
          lcpan[977314/957665]   957665          1        0.029      0.029       0.029       0.029    0.00       0
          lcpan[981666/957665]   957665          1        0.028      0.028       0.028       0.028    0.00       0
          lcpan[983202/957665]   957665          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[991138/957665]   957665          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[991650/957665]   957665          1        0.027      0.027       0.027       0.027    0.00       0
          lcpan[994466/957665]   957665          1        0.021      0.021       0.021       0.021    0.00       0
         lcpan[1007778/957665]   957665          1        0.019      0.019       0.019       0.019    0.00       0
          lcpan[958115/957665]   957665          1        0.330      0.330       0.330       0.330    0.00       0
          lcpan[967331/957665]   957665          1        0.014      0.014       0.014       0.014    0.00       0
