   76177.910062 lost 5538 events on cpu 58
   76177.916688 lost 1177 events on cpu 64

Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
                                          (count)       (msec)     (msec)      (msec)      (msec)       %
---------------------------------------------------------------------------------------------------------------------
          lcpan[935333/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[940453/930470]   930470          1        0.038      0.038       0.038       0.038    0.00       0
          lcpan[944293/930470]   930470          1        0.046      0.046       0.046       0.046    0.00       0
          lcpan[944549/930470]   930470          1        0.436      0.436       0.436       0.436    0.00       0
          lcpan[944805/930470]   930470          1        0.130      0.130       0.130       0.130    0.00       0
          lcpan[946597/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[946853/930470]   930470          1        0.059      0.059       0.059       0.059    0.00       0
          lcpan[949157/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[952229/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[955557/930470]   930470          1        0.083      0.083       0.083       0.083    0.00       0
          lcpan[956325/930470]   930470          1        0.016      0.016       0.016       0.016    0.00       0
          lcpan[956581/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
                  main[930470]   930466     999406   124071.339      0.001       0.124    1087.887    3.98       0
          lcpan[934310/930470]   930470          1        3.536      3.536       3.536       3.536    0.00       0
          lcpan[936102/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[940198/930470]   930470          1        0.021      0.021       0.021       0.021    0.00       0
          lcpan[944550/930470]   930470          1        0.399      0.399       0.399       0.399    0.00       0
          lcpan[946342/930470]   930470          1        3.358      3.358       3.358       3.358    0.00       0
          lcpan[949670/930470]   930470          1        0.006      0.006       0.006       0.006    0.00       0
          lcpan[949926/930470]   930470          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[954534/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[956582/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[931239/930470]   930470          1        0.007      0.007       0.007       0.007    0.00       0
          lcpan[932007/930470]   930470          1        0.008      0.008       0.008       0.008    0.00       0
          lcpan[936103/930470]   930470          1        0.003      0.003       0.003       0.003    0.00       0
          lcpan[940199/930470]   930470          1        0.026      0.026       0.026       0.026    0.00       0
          lcpan[944551/930470]   930470          1        0.397      0.397       0.397       0.397    0.00       0
          lcpan[948647/930470]   930470          1        0.015      0.015       0.015       0.015    0.00       0
          lcpan[956583/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[930472/930470]   930470          3        0.318      0.016       0.106       0.252   69.55       0
          lcpan[936616/930470]   930470          1        0.055      0.055       0.055       0.055    0.00       0
          lcpan[940200/930470]   930470          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[944552/930470]   930470          1        0.358      0.358       0.358       0.358    0.00       0
          lcpan[945320/930470]   930470          1        0.020      0.020       0.020       0.020    0.00       0
          lcpan[945576/930470]   930470          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[952232/930470]   930470          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[956584/930470]   930470          1        0.023      0.023       0.023       0.023    0.00       0
          lcpan[930473/930470]   930470          1        0.316      0.316       0.316       0.316    0.00       0
          lcpan[934825/930470]   930470          1        0.106      0.106       0.106       0.106    0.00       0
          lcpan[944553/930470]   930470          1        0.358      0.358       0.358       0.358    0.00       0
          lcpan[945321/930470]   930470          1        4.001      4.001       4.001       4.001    0.00       0
          lcpan[955305/930470]   930470          1        3.161      3.161       3.161       3.161    0.00       0
          lcpan[931498/930470]   930470          1        0.012      0.012       0.012       0.012    0.00       0
          lcpan[944554/930470]   930470          1        0.334      0.334       0.334       0.334    0.00       0
          lcpan[947114/930470]   930470          1        3.853      3.853       3.853       3.853    0.00       0
          lcpan[951210/930470]   930470          1        0.011      0.011       0.011       0.011    0.00       0
